name,games played,minutes,pts,reb,asts,turnover,fgm
ONEAJE01  ,792,22462,11302,6016,1188,1574,4344
ONEASH01  ,1117,39925,27619,12566,2920,3149,10934
ONEIMI01  ,4,50,12,9,3,0,4
ORMSBA01  ,64,916,181,158,49,0,76
ORMSBA01  ,77,2091,701,347,182,0,272
ORRJO01   ,34,0,92,0,20,0,40
ORRLO01   ,569,13353,5545,2117,853,788,2125
ORTIZJO01 ,64,391,183,73,18,41,74
OSBORCH01 ,4,21,5,9,1,0,1
OSHEKE01  ,174,2368,911,402,358,0,311
OSHIGA01  ,9,0,4,0,1,0,2
OSTERGR01 ,756,14758,3512,4145,443,684,1339
OSTERWA01 ,204,5187,1436,1218,346,0,453
OSULDA01  ,45,297,80,65,10,12,27
OTHICMA01 ,4,39,8,2,7,4,3
OTTENDO01 ,219,2173,2294,928,297,0,660
OTTENMA01 ,59,0,142,0,36,0,51
OUTLABO01 ,914,20745,4969,4452,1441,1052,2006
OUTLATR01 ,366,7931,3500,1238,313,344,1347
OVERTCL01 ,15,182,58,25,15,0,19
OVERTDO01 ,499,7275,2253,654,1038,473,880
OWENSAN01 ,54,601,192,68,55,37,67
OWENSBI01 ,600,17610,7026,4016,1704,1310,2873
OWENSCH01 ,1,6,4,1,0,1,2
OWENSED01 ,8,63,21,10,5,3,9
OWENSJA01 ,90,626,470,102,137,0,169
OWENSJI01 ,58,533,177,52,64,0,77
OWENSKE01 ,20,80,26,15,3,2,9
OWENSTO01 ,488,11471,5612,3010,984,888,2201
OWENSTO01 ,389,9365,4286,2975,549,654,1723
OWESRA01  ,57,592,177,163,15,23,75
OYEDEOL01 ,93,586,127,196,11,30,50
PACEJO01  ,79,557,255,168,27,44,91
PACHUZA01 ,422,8953,3241,2349,401,606,1092
PACKRO01  ,552,11463,4921,1112,2556,1320,1739
PACKWA01  ,21,189,61,20,13,13,23
PADDIGE01 ,129,1625,715,184,134,93,305
PADGESC01 ,448,5617,1874,1227,325,253,679
PAGETDA01 ,5,34,5,3,6,3,1
PAINEFR01 ,3,0,7,0,1,0,3
PALACMI01 ,470,8413,2243,831,1194,596,863
PALAZTO01 ,324,4344,2382,1113,233,0,937
PALMEER01 ,63,1191,500,471,91,78,165
PALMEJI01 ,196,3794,1595,1040,165,0,627
PALMEJO01 ,148,0,1737,0,187,0,624
PALMEWA01 ,48,209,100,65,11,10,42
PANKOAN01 ,1,1,0,0,0,0,0
PARGOJA01 ,315,5116,2161,492,673,390,845
PARHAES01 ,133,0,716,12,286,0,264
PARISRO01 ,1611,45712,23334,14715,2180,3183,9614
PARKEAN01 ,291,8091,2916,987,634,294,1094
PARKESO01 ,452,10916,4471,1841,954,619,1862
PARKETO01 ,612,20339,10219,1903,3455,1534,4061
PARKEWI01 ,274,7069,2469,659,791,496,908
PARKHBA01 ,173,3116,970,224,386,279,418
PARKIJA01 ,4,0,3,0,2,0,1
PARKME01  ,313,5632,1924,967,532,0,675
PARKSCH01 ,472,7460,2056,1703,265,281,868
PARKSCH02 ,2,5,0,0,0,0,0
PARKSRI01 ,40,374,131,116,14,19,59
PARRADO01 ,58,0,272,0,20,0,110
PARRJA01  ,66,1037,262,278,51,0,109
PARSLCH01 ,9,0,22,0,8,0,8
PASPAZA01 ,28,181,72,30,10,21,27
PASSAMA01 ,62,0,151,0,26,0,65
PASTUGE01 ,39,0,121,0,15,0,48
PATRIMY01 ,3,9,5,2,1,1,2
PATRIST01 ,53,0,321,0,74,0,116
PATTEAN01 ,40,304,120,67,16,23,46
PATTEGE01 ,59,559,120,159,51,0,44
PATTERU01 ,649,15950,6953,2697,1150,1166,2678
PATTEST01 ,350,5582,1552,1632,443,0,672
PATTETO01 ,25,100,56,24,5,0,21
PATTEWO01 ,4,3,7,2,2,0,3
PAULCH01  ,301,11177,5827,1433,2966,776,2049
PAULKCH01 ,120,1641,741,462,41,0,317
PAULSJE01 ,6,68,20,10,4,0,8
PAULTBI01 ,637,13630,5432,3553,1043,672,2285
PAULTBI01 ,487,16762,7667,5406,1163,982,3149
PAVLOAL01 ,380,6563,2201,723,392,361,831
PAXSOJI01 ,784,21357,11199,1593,2300,1144,4545
PAXSOJI02 ,138,3069,1105,616,225,0,363
PAXSOJO01 ,772,17257,5560,906,2758,651,2403
PAYAKJO01 ,120,1470,753,114,226,0,226
PAYNEKE01 ,144,1167,508,170,61,67,218
PAYNETO01 ,29,227,119,69,15,0,45
PAYTOGA01 ,1335,47123,21813,5269,8964,3030,8708
PAYTOME01 ,111,1895,595,396,126,0,227
PEARCGE01 ,37,0,94,0,13,0,31
PEARCHE01 ,29,0,73,0,7,0,24
PecheOl01 ,67,597,241,142,9,27,83
PECKWI01  ,52,628,180,183,33,48,73
PEEKRI01  ,51,759,237,197,22,49,101
PEELEAN01 ,827,20463,8017,2136,1956,1019,3101
PEEPLGE01 ,309,6935,2502,2242,304,159,931
PELKIJA01 ,54,0,597,0,131,0,193
PELLOSA01 ,196,2911,863,685,95,176,350
PENBEMI01 ,56,863,272,65,73,34,93
PENDEJE01 ,11,68,27,5,4,9,8
PENIGDE01 ,10,89,32,24,3,6,14
PENNEKI01 ,6,30,5,2,2,5,2
PEPLOMI01 ,68,705,194,176,26,38,84
PERDUWI01 ,792,12360,3740,3912,595,813,1517
PERKIKE01 ,364,7661,2039,2059,367,558,823
PERKISA01 ,1286,36598,15324,7661,1975,1586,5498
PERKIWA01 ,126,0,767,319,257,0,263
PerovKo01 ,7,38,10,13,1,1,3
PERRYAU01 ,21,415,181,105,20,34,81
PERRYCU01 ,480,13656,4578,4239,906,63,1904
PERRYEL01 ,549,9501,3449,741,1705,780,1353
PERRYRO01 ,187,5032,2228,517,420,370,845
PERRYTI01 ,481,9436,3283,1911,436,491,1313
PERSOCH01 ,943,28941,13858,4763,2645,1952,5576
PERSOWE01 ,733,20725,8192,2402,1234,680,3128
PETERBO01 ,103,1342,479,389,78,0,186
PETERED01 ,115,0,804,288,99,0,297
PETERJI01 ,491,9802,3397,2354,487,662,1371
PETERLO01 ,69,530,199,67,48,0,77
PETERME01 ,132,2351,1030,634,160,157,465
PETERME01 ,2,3,2,1,0,0,1
PETERMO01 ,661,18378,7297,2354,1048,689,2629
PETRIGE01 ,446,16787,9732,1271,2057,0,3970
PETRODR01 ,290,7669,4461,669,701,596,1705
PETROJO01 ,270,4660,1449,1160,108,243,636
PETRURI01 ,22,92,53,31,1,15,20
PETTIBO01 ,792,30690,20880,12849,2369,0,7349
PETTWJE01 ,87,1836,792,303,120,98,326
PHEGLRO01 ,345,5803,3011,702,486,422,1216
PHELAJA01 ,55,0,226,0,57,0,87
PHELAJI01 ,4,33,3,5,2,0,0
PHELPDE01 ,3,5,0,0,1,0,0
PHELPMI01 ,132,1372,470,141,138,96,195
PHILLAN01 ,701,15378,6384,2395,3759,0,2323
PHILLBO01 ,467,13426,5153,1469,1246,711,1957
PHILLED01 ,48,416,152,77,29,50,56
PHILLGA01 ,348,6932,2319,903,665,0,926
PHILLGE01 ,31,184,78,21,14,8,30
PIATKER01 ,789,14613,5919,1716,778,628,2044
PIATKWA01 ,157,3149,1465,617,89,103,617
PIERCPA01 ,813,30528,18603,5103,3183,2488,6096
PIERCRI01 ,969,23666,14467,2296,1825,1453,5391
PIETKST01 ,96,1070,376,93,174,74,149
PIETRMI01 ,364,7856,3179,1217,329,419,1111
PILCHJO01 ,9,41,5,9,2,0,1
PINCKED01 ,793,15698,5378,3952,727,845,1915
PinknKe01 ,6,99,31,15,5,4,12
PINONJO01 ,7,65,20,10,3,5,7
PIONTDA01 ,413,7623,2955,1770,478,0,1194
PIOTRTO01 ,18,78,30,16,5,6,12
PIPPESC01 ,1178,41069,18940,7494,6135,3257,7420
PITTMCH01 ,234,3292,1060,718,204,310,379
PLANIZO01 ,148,1580,561,198,165,120,197
PLUMMGA01 ,126,1439,531,307,66,128,198
PODKOPA01 ,6,28,4,9,0,4,0
POLEEDW01 ,1,6,2,0,0,1,1
POLLAJI01 ,438,9391,5762,2487,1417,0,2299
POLLASC01 ,506,8373,2222,2351,220,304,858
POLSORA01 ,49,810,191,211,24,0,65
POLYNOL01 ,1058,24885,8265,7110,744,1170,3557
PONDECL01 ,197,2856,778,747,218,30,300
POPEDA01  ,33,203,62,29,9,9,26
POPEMA01  ,153,1636,285,261,63,47,116
POPSODA01 ,41,196,76,46,13,20,32
POQUEBE01 ,718,15763,4899,3731,872,686,1975
PORTECH01 ,51,1147,440,189,61,59,173
PORTEHO01 ,457,8534,4215,1872,211,55,1838
PORTEKE01 ,659,19107,7645,1179,5314,1133,3194
PORTETE01 ,1274,35356,15586,3872,7160,2666,5428
PORTEWI01 ,69,1442,722,504,65,166,253
PORTMBO01 ,221,2937,1254,729,128,0,519
POSEYJA01 ,738,20684,6780,3585,1262,906,2288
POSTELA01 ,61,446,195,45,13,35,59
POSTLJO01 ,1,6,2,6,1,1,1
POTAPVI01 ,610,11605,3995,2725,418,786,1639
POWELCI01 ,599,18636,9746,4582,1330,994,3823
PoweLe01  ,188,2759,1247,791,71,166,410
POWELJO01 ,198,2717,829,676,104,167,331
PowelKa01 ,11,304,84,44,18,5,35
PowelRo01 ,3,13,2,3,0,3,0
PRADDMA01 ,79,448,332,76,26,52,108
PRATTMI01 ,143,2102,806,383,286,81,306
PRESSDO01 ,13,124,23,15,26,11,9
PRESSHA01 ,299,6802,2702,1339,628,410,1075
PRESSPA01 ,724,19659,7664,2798,3715,1700,2855
PREVIST01 ,30,147,55,14,24,13,23
PRICEBR01 ,418,7006,2481,684,1236,627,818
PRICEJI01 ,510,12815,5088,1566,1886,275,2129
PRICEMA01 ,722,21561,10989,1848,4863,1789,3939
PRICEMI01 ,123,1067,397,157,90,4,163
PRICERO01 ,199,2037,687,201,245,134,253
PRICETO01 ,5,29,4,0,3,2,2
PRIDDBO01 ,16,149,36,36,7,0,14
PRINCTA01 ,534,17828,6754,2519,1395,656,2654
PRITCJO01 ,7,0,22,0,8,0,9
PRITCKE01 ,94,1125,340,90,152,82,119
PROFILA01 ,135,1534,441,209,166,116,173
PruitGa01 ,62,456,125,51,52,24,45
PRZYBJO01 ,487,10012,2047,3121,225,480,802
PUGHLE01  ,116,0,712,0,75,0,236
PUGHRO01  ,23,0,32,0,9,0,13
PULLAAN01 ,8,37,17,8,2,5,8
PUTMADO01 ,216,0,1030,0,285,0,410
QUICKBO01 ,142,1925,848,395,94,4,295
QUINNBR01 ,138,1530,474,224,76,72,201
QuinnCh01 ,168,2714,945,223,374,109,324
RACKLLU01 ,57,893,418,287,36,50,170
RACKLLU01 ,221,3443,1337,1003,143,0,517
RADERHO01 ,13,0,17,0,14,0,7
RADFOMA01 ,97,808,347,76,161,116,138
RADFOWA01 ,52,649,202,68,57,45,83
RADJADI01 ,224,7308,3733,1883,356,495,1516
RADMAVL01 ,548,13205,4998,2223,811,694,1822
RADOJAL01 ,15,152,26,36,7,20,8
RADOVFR01 ,37,175,87,51,4,0,37
RADOVMO01 ,4,33,14,1,8,0,5
RADZIRA01 ,1,6,0,2,1,0,0
RAGELRA01 ,51,337,68,76,31,0,25
RAIKESH01 ,6,63,9,8,6,0,3
RAINSED01 ,83,929,287,124,62,50,110
RAKOCIG01 ,42,244,78,17,33,23,22
RAMBIKU01 ,880,16299,4603,4961,931,1033,1802
RAMOSPE01 ,6,20,11,4,0,3,5
RAMSECA01 ,13,222,103,73,12,0,41
RAMSEFR01 ,623,15330,8378,3410,1134,0,2949
RAMSERA01 ,2,0,2,0,0,0,0
RANDAMA01 ,127,883,332,160,56,53,128
RandoAn01 ,63,1126,499,363,49,80,199
RANDOSH01 ,89,731,215,216,26,38,79
RANDOZA01 ,507,15199,8460,4201,838,1117,3344
RANKWA01  ,25,153,55,30,17,26,21
RANSEKE01 ,474,11586,5380,901,2480,958,2207
RANZISA01 ,39,234,86,39,25,0,30
RASCOBO01 ,159,2887,1228,438,208,179,450
RASMUBL01 ,532,11409,5119,3006,467,460,2248
RATKOGE01 ,343,5863,3141,1937,791,0,999
RATLEED01 ,338,8433,2813,1363,896,67,1160
RATLIMI01 ,60,685,241,194,38,0,98
RATLITH01 ,751,19627,5629,4426,437,957,2136
RAUTILE01 ,32,208,48,35,32,20,21
RayAl01   ,47,710,290,69,43,42,100
RAYCL01   ,784,19940,5821,6953,1728,532,2333
RAYDO01   ,61,0,364,0,60,0,130
RAYJA01   ,103,843,334,228,76,100,136
RAYJI01   ,8,64,9,5,5,0,3
RAYLJI01  ,101,2760,1125,305,273,243,389
RAYMOCR01 ,214,4515,1603,1442,319,106,644
RAYMOCR01 ,27,177,55,68,8,0,22
REACO01   ,20,154,23,31,16,0,9
REAVEJO01 ,19,210,80,54,7,17,36
REBRAZE01 ,215,3279,1276,688,88,203,488
RECASEL01 ,296,5121,1732,534,522,305,629
REDDMI01  ,550,18696,11295,2271,1254,907,3970
REDDOFR01 ,7,18,13,9,0,0,5
RedicJJ01 ,140,2014,774,184,125,90,245
REDMOMA01 ,77,1057,499,161,77,76,222
REEDHU01  ,479,7870,2618,2449,367,0,1081
REEDJU01  ,135,1432,472,186,68,79,174
REEDRO01  ,118,2245,951,762,173,0,409
REEDWI01  ,650,23073,12183,8414,1186,0,4859
REEVEBR01 ,395,12071,4947,2745,623,744,2000
REEVEKH01 ,277,5837,2167,580,886,446,744
REGANRI01 ,215,5494,1785,554,629,0,699
REHFEDO01 ,98,788,692,494,118,0,263
REIDBI01  ,59,597,190,60,71,78,84
REIDDO01  ,403,5374,1454,1169,143,253,583
REIDJI01  ,6,52,21,11,3,0,10
REIDJR01  ,672,15370,5680,3381,639,947,2168
REIDRO01  ,919,25109,10448,4168,2500,1319,4443
REINEJA01 ,46,385,54,109,14,23,25
REISEJO01 ,171,0,1773,0,346,0,618
RELLFRI01 ,4,42,16,7,1,4,5
RENCHTE01 ,36,405,106,44,54,43,33
RENNIJO01 ,6,54,11,9,1,0,4
RENSBRO01 ,3,0,0,0,0,0,0
RENTZEF01 ,35,144,52,26,7,4,20
RESPESH01 ,172,2350,851,226,177,125,315
RESTAKE01 ,550,10114,3386,2206,747,330,1522
REYNOGE01 ,10,44,21,14,12,0,8
REYNOJE01 ,443,8379,4036,1317,904,718,1420
RHINEKE01 ,125,2668,786,1039,181,155,305
RHODEGE01 ,65,1162,337,98,91,0,109
RHODERO01 ,72,1234,380,88,121,119,125
RICEGL01  ,1000,34985,18336,4387,2097,1733,6776
RichaCh01 ,52,556,98,135,18,23,41
RICHACL01 ,586,11818,4084,1378,1461,751,1742
RICHAJA01 ,592,21112,11008,3123,1798,1214,4173
RichaJe01 ,44,244,86,25,5,10,33
RICHAMI01 ,556,18589,8253,3056,3899,1854,3419
RICHANO01 ,11,67,30,8,2,3,10
RICHAPO01 ,639,19398,7083,1807,4180,1165,3046
RICHAQU01 ,601,16857,6885,2980,968,742,2519
RICHMMI01 ,976,34316,20497,3801,3398,2579,7305
RICHTJO01 ,66,808,285,312,27,0,113
RICKEDI01 ,212,5677,1974,1337,447,0,749
RIDERIS01 ,563,17851,9405,2166,1535,1425,3583
RIDGLJA01 ,32,107,57,15,7,0,19
RIDNOLU01 ,434,11665,3976,1023,2170,755,1476
RIEBEME01 ,146,0,1575,0,212,0,650
RIEDYBO01 ,23,331,131,68,5,21,45
RIFFEJI01 ,35,0,150,61,16,0,65
RIGAUAN01 ,11,91,17,8,6,6,8
RIKERTO01 ,82,605,225,138,24,0,76
RILEYBO01 ,7,39,13,12,1,0,4
RILEYER01 ,186,1845,574,479,60,126,218
RILEYPA01 ,528,8187,3906,855,913,0,1619
RILEYRO01 ,264,4852,1542,1368,318,0,665
RINALRI01 ,84,881,405,98,74,1,165
RIORDMI01 ,639,15890,6334,1830,1524,0,2773
RISENAR01 ,637,12690,7633,5011,1058,0,2610
RITTEGO01 ,151,0,789,65,145,0,262
RIVASRA01 ,28,91,40,24,3,9,12
RIVERDA01 ,114,1286,383,147,282,166,139
RIVERDO01 ,864,23568,9377,2625,4889,1651,3295
ROBBIAU01 ,586,18745,7703,6155,1001,593,3005
ROBBILE01 ,47,0,224,0,19,0,81
ROBERAL01 ,779,24669,10882,4066,3930,2116,4412
ROBERAN01 ,213,3867,1658,837,265,256,679
ROBERAN02 ,65,594,265,49,35,24,102
ROBERBI01 ,117,0,404,0,65,0,166
ROBERFR01 ,818,14703,5962,2308,977,969,2257
ROBERJO01 ,181,2908,1118,936,109,0,446
ROBERJO01 ,37,564,137,139,14,30,54
ROBERLA01 ,86,1157,334,309,35,41,114
ROBERMA01 ,374,7534,3287,1545,498,487,1317
ROBERMA01 ,28,209,58,25,19,0,27
ROBEROS01 ,1040,43886,26710,7804,9887,0,9508
ROBERRI01 ,423,10356,3826,3522,591,0,1483
ROBERRY01 ,1,25,5,0,0,0,2
ROBERST01 ,300,5869,2555,1549,189,370,1059
ROBERTE01 ,3,13,0,1,1,2,0
ROBERTO01 ,75,1003,409,80,107,96,183
ROBEYRI01 ,493,8824,3723,2301,611,771,1498
ROBINBE01 ,128,1912,576,315,126,110,212
ROBINBI01 ,529,11432,5541,3209,560,769,2185
ROBINCH01 ,76,1095,350,117,104,67,134
ROBINCL01 ,629,19284,10823,5237,1249,1571,4493
ROBINCL02 ,1380,42555,19591,6306,3094,2502,7389
ROBINDA01 ,987,34269,20790,10497,2441,2417,7365
ROBINED01 ,278,5345,1938,764,252,215,852
ROBINFL01 ,494,11569,7147,1294,1516,0,2775
ROBINFL01 ,49,779,430,78,112,50,185
ROBINGL01 ,688,25343,14232,4187,1879,2147,5570
ROBINJA01 ,22,185,83,27,13,14,31
ROBINJA02 ,6,72,6,11,2,3,3
ROBINJA03 ,381,6936,2882,660,715,504,1050
ROBINLA01 ,89,1202,400,167,82,66,153
ROBINNA01 ,282,6992,3500,831,750,428,1237
ROBINOL01 ,35,147,101,17,21,13,35
ROBINRO01 ,72,1272,437,308,53,75,192
ROBINRU01 ,336,6098,2546,606,1179,580,1014
ROBINSA01 ,134,2858,1223,546,160,24,531
ROBINTR01 ,772,25141,11988,7267,1348,1592,4816
ROBINWA01 ,81,1592,643,294,112,149,234
ROBINWI01 ,45,956,389,79,132,92,166
ROBISDA01 ,422,12224,6155,3553,842,571,2303
ROBISDA01 ,508,10556,4426,2620,814,415,1694
ROCHARE01 ,586,10507,6362,2747,1153,0,2276
ROCHEJO01 ,317,9259,3987,558,1240,735,1557
ROCHEJO01 ,162,3450,1358,178,640,240,507
ROCKEJA01 ,9,0,17,0,3,0,8
ROCKGE01  ,11,0,10,0,0,0,4
RODGEGU01 ,892,28663,10415,3791,6917,0,4125
RODMADE01 ,911,28839,6683,11954,1600,1484,2766
RodriSe01 ,219,2716,783,279,628,249,299
ROELO01   ,66,479,130,92,21,28,46
ROGERCA01 ,298,5653,2196,1272,182,297,888
ROGERHA01 ,18,298,137,96,15,21,60
ROGERJO01 ,69,636,251,104,29,30,116
ROGERMA01 ,26,176,100,11,10,0,43
ROGERRO01 ,866,21871,9468,3882,1722,1631,3608
ROGERRO02 ,137,2309,652,483,57,101,288
ROGERWI01 ,40,294,85,47,16,30,27
ROGESAL01 ,84,2138,631,237,179,0,243
ROHLOKE01 ,2,7,0,0,1,0,0
ROLLIKE01 ,168,426,817,45,344,0,326
ROLLIPH01 ,176,2742,898,395,458,0,350
ROLLITR01 ,1156,24028,6249,6750,660,1057,2592
ROMARLO01 ,291,5188,1731,385,1022,350,720
RondoRa01 ,235,6782,2268,1030,1349,493,922
ROOKJE01  ,28,155,85,31,10,0,37
ROOKSSE01 ,749,13559,4676,2877,631,804,1710
RoseDe01  ,81,3000,1361,317,512,202,574
ROSEJA01  ,923,27926,13220,3186,3527,2102,4852
ROSEMA01  ,813,13396,5003,3371,684,1059,1792
ROSENAL01 ,51,0,150,0,27,0,60
ROSENDI01 ,85,1594,575,352,170,0,218
ROSENHA01 ,60,0,382,0,36,0,119
ROSENLE01 ,82,578,342,145,29,0,134
ROSERO01  ,2,3,0,2,0,0,0
ROSSQU01  ,369,7526,1708,865,408,198,695
ROTHDO01  ,42,412,81,120,20,16,37
ROTHEIR01 ,131,0,709,0,90,0,240
ROTHSC01  ,160,1798,751,204,186,136,248
ROTTNMI01 ,100,0,540,0,139,0,243
ROUNDDA01 ,746,23443,11318,7243,1620,1806,4289
ROUNDDA01 ,67,767,339,259,35,64,131
ROUXGI01  ,151,0,617,0,49,0,239
ROWANRO01 ,7,16,12,1,1,3,4
ROWECU01  ,590,18277,6873,4264,932,164,2821
ROWINJI01 ,23,127,57,34,5,10,15
ROWLADE01 ,2,9,3,1,1,0,1
ROWSOBR01 ,82,1092,457,273,47,44,158
ROYALDO01 ,504,8442,3161,1431,500,543,964
ROYALRE01 ,2,11,4,0,0,0,2
RoyBr01   ,209,7710,4136,968,1060,404,1513
ROYERBO01 ,42,0,197,0,85,0,78
ROZIECL01 ,173,2984,827,897,98,162,350
RUCKEGU01 ,3,4,0,1,1,0,0
RUDDDE01  ,239,2357,816,184,519,250,317
RUDDJO01  ,58,723,184,167,35,59,59
RUDOMJO01 ,131,1644,822,412,72,0,314
RUFFIMI01 ,414,5969,716,1632,250,273,258
RUFFITR01 ,110,1870,1011,155,317,196,347
RUFFNPA01 ,81,1064,452,344,52,69,184
RUFFNPA01 ,52,214,109,49,9,0,48
RUKLIJO01 ,114,909,398,286,48,0,176
RULANJE01 ,332,11088,5763,3378,1002,1212,2105
RULEBO01  ,403,11862,7007,3333,594,0,2777
RULLOJE01 ,95,0,271,0,70,0,108
RUSCOST01 ,7,30,8,6,3,3,3
RushBr01  ,75,1801,610,233,66,75,243
RUSHKA01  ,339,5897,2204,566,349,294,872
RUSSEBI01 ,963,40726,14522,21620,4100,0,5687
RUSSEBR01 ,841,19807,6663,2921,1085,835,2274
RUSSECA01 ,817,22213,12377,3068,1838,35,5172
RUSSECA02 ,566,16781,8953,2696,1684,1025,3398
RUSSEFR01 ,23,131,74,17,15,0,29
RUSSEPI01 ,110,1015,435,222,112,66,184
RUSSERU01 ,26,269,141,52,7,32,56
RUSSEWA01 ,155,1767,464,187,350,201,179
SABONAR01 ,470,11375,5629,3436,964,837,2082
SADOWED01 ,229,0,3579,0,416,0,1276
SAILOKE01 ,276,0,3480,120,781,0,1255
SALLEJO01 ,748,16524,5228,3356,916,949,1871
SALMOJO01 ,520,12780,4562,1542,1229,736,1646
SALVAAL01 ,17,186,54,46,4,12,21
SALVAKE01 ,39,241,42,45,13,17,13
SAMAKSO01 ,47,303,68,76,5,6,28
SambCh01  ,22,115,22,31,1,4,9
SAMPSJA01 ,72,629,142,242,26,33,53
SAMPSRA01 ,456,13591,7039,4011,1038,1363,2924
SANCHPE01 ,38,187,20,21,49,8,9
SANDEAL01 ,4,25,8,5,0,3,2
SANDEFR01 ,69,665,352,131,69,76,139
SANDEJE01 ,55,462,112,103,25,32,49
SANDEME01 ,16,111,41,23,3,8,16
SANDEMI01 ,648,12391,5162,1927,880,731,2167
SANDETH01 ,916,22164,8766,5798,1026,0,3416
SANFORO01 ,1,2,0,0,0,0,0
SANTIBO01 ,4,23,11,3,1,0,5
SANTIDA01 ,122,1418,417,260,38,85,153
SAPPLWA01 ,33,298,96,75,7,21,41
SASSEJA01 ,14,108,30,15,4,4,14
SASSEJE01 ,82,1061,204,191,67,41,67
SATTEKE01 ,75,1064,321,95,176,96,128
SAULDWO01 ,462,12788,4930,3618,498,0,2189
SAULFR01  ,384,6219,2152,683,596,0,781
SAULTGL01 ,22,120,59,19,11,11,22
SAUNDFR01 ,210,2899,1107,624,224,42,487
SAVAGDO01 ,17,173,54,31,14,0,15
SAVOVPR01 ,27,256,83,25,22,21,29
SAWYEAL01 ,33,0,217,125,25,0,87
SCALABR01 ,422,6083,1464,957,388,310,537
SCALEAL01 ,1,0,0,0,0,0,0
SCALEDE01 ,49,521,224,140,10,34,98
SCHADBE01 ,37,0,56,0,6,0,23
SCHADFR01 ,9,76,10,6,10,0,2
SCHAEBI01 ,137,1788,802,289,94,106,346
SCHAEHE01 ,123,0,932,0,388,0,336
SCHAFBO01 ,65,745,273,82,68,0,100
SCHARBE01 ,52,0,103,0,19,0,33
SCHATMA01 ,34,0,115,0,38,0,43
SCHAUFR01 ,334,6637,4070,1609,961,0,1345
SCHAYDA01 ,1138,21975,8780,5671,1299,1572,2994
SCHAYDO01 ,996,29800,18438,11256,3072,0,5863
SCHECOS01 ,54,0,435,0,109,0,162
SCHEFST01 ,174,918,331,180,26,34,121
SCHEFTO01 ,39,268,52,76,11,15,21
SCHELDA01 ,73,513,208,76,60,0,87
SCHENLU01 ,31,266,55,54,8,9,23
SCHERHE01 ,32,167,115,76,23,0,43
SCHINDU01 ,217,1950,587,536,93,119,256
SCHLUDA01 ,586,9624,3130,3034,920,15,1176
SCHNEOT01 ,43,0,275,0,64,0,93
SCHNIDI01 ,364,6744,3028,1372,480,0,928
SCHOERU01 ,290,3548,1491,735,175,228,621
SCHOLDA01 ,1,1,2,0,0,0,1
SCHOOMI01 ,103,0,616,0,96,0,193
SCHREDE01 ,1136,33597,15761,7022,3833,2268,5400
SCHULDI01 ,205,0,1141,0,203,0,391
SCHULHO01 ,173,1775,913,326,300,0,292
SCHURRO01 ,21,252,100,29,18,23,35
SCHWEJO01 ,22,117,57,22,18,16,25
SCOLAFR01 ,534,6573,6014,857,1406,0,2132
ScolaLu01 ,164,4509,1891,1247,229,228,769
SCOTTAL01 ,627,10853,3088,1992,847,617,1171
SCOTTBR01 ,16,55,19,9,3,4,8
SCOTTBY01 ,1073,30154,15097,2987,2729,1597,5918
SCOTTCH01 ,163,6423,4913,835,845,340,1935
SCOTTCH01 ,554,19101,9924,2011,2670,656,4065
SCOTTDE01 ,629,17983,8094,1774,1296,768,2962
SCOTTJA01 ,8,32,1,6,3,2,0
SCOTTRA01 ,684,21339,10184,7154,1618,0,3906
SCOTTRA01 ,127,2370,1445,825,163,55,583
SCOTTSH01 ,105,634,189,228,20,36,78
SCOTTWI01 ,8,51,13,4,2,0,6
SCRANPA01 ,5,41,9,16,1,1,4
SCURRCA01 ,180,2376,847,524,192,195,320
SEALSBR01 ,235,5734,2422,1087,293,103,996
SEALSBR01 ,113,1729,685,376,67,105,289
SEALSSH01 ,4,9,4,4,0,0,1
SEALYMA01 ,493,11720,4955,1585,816,681,1865
SEARCED01 ,4,12,6,0,1,0,2
SEARSKE01 ,529,14923,7355,4142,843,0,2465
SEEWA01   ,61,0,320,0,143,0,113
SefolTh01 ,206,3753,1109,650,300,217,441
SEIKARO01 ,678,21395,9991,6424,860,1913,3647
SELBOGL01 ,13,0,42,0,23,0,10
SELLEBR01 ,398,7154,2509,1064,435,335,1026
SELLEPH01 ,44,329,198,41,25,0,73
SELTZRO01 ,34,0,266,0,64,0,93
SELVALE01 ,82,2449,1103,219,252,195,375
SELVYFR01 ,603,15334,6255,2186,1614,0,2266
SEMINJI01 ,231,0,1507,0,630,0,535
SeneMo01  ,47,263,103,75,1,15,35
SENESGE01 ,482,5032,3455,878,1553,0,1279
SESAYAN01 ,127,1301,401,223,62,58,161
SessiRa01 ,96,2620,1114,327,579,187,396
SEUNGHA01 ,46,317,70,67,3,26,28
SEWELTO01 ,21,87,20,4,6,7,9
SEYMOPA01 ,622,14667,5836,1694,2341,0,2039
SHABANI01 ,53,0,242,0,29,0,102
SHACKCH01 ,303,4614,1625,1448,170,276,698
SHACKLY01 ,22,183,58,27,11,0,22
SHAEFCA01 ,53,0,165,10,46,0,65
SHAFFLE01 ,196,5488,3291,1240,232,0,1328
SHAMMGO01 ,20,146,61,7,36,21,19
SHANNEA01 ,134,0,1156,0,177,0,402
SHANNHO01 ,122,0,1323,0,299,0,514
SHARECH01 ,596,13023,4928,4986,809,0,1562
SHARMBI01 ,711,21793,12665,2779,2101,0,4761
SharpWa01 ,8,20,8,3,0,0,4
